년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시
2022,09,29,134768,87139,73018,14121,19.3,2022/09/29(18:00)
2022,09,28,134725,88782,72806,15976,21.9,2022/09/28(17:00)
2022,09,27,134725,88928,72742,16186,22.3,2022/09/27(19:00)
2022,09,26,134725,89385,71400,17985,25.2,2022/09/26(17:00)
2022,09,25,134725,87931,59920,28011,46.7,2022/09/25(20:00)
2022,09,24,134725,87890,61033,26857,44,2022/09/24(20:00)
2022,09,23,134725,89172,70071,19101,27.3,2022/09/23(17:00)
2022,09,22,134725,87478,72184,15294,21.2,2022/09/22(19:00)
2022,09,21,134725,87357,72071,15286,21.2,2022/09/21(18:00)
2022,09,20,134719,88671,73548,15123,20.6,2022/09/20(17:00)
2022,09,19,134719,92433,78589,13844,17.6,2022/09/19(17:00)
2022,09,18,134719,89824,70720,19104,27,2022/09/18(20:00)
2022,09,17,134719,87077,71108,15969,22.5,2022/09/17(20:00)
2022,09,16,134719,91923,82122,9801,11.9,2022/09/16(17:00)
2022,09,15,134719,91430,79407,12023,15.1,2022/09/15(17:00)
2022,09,14,134702,93018,76406,16612,21.7,2022/09/14(17:00)
2022,09,13,134702,92082,75687,16395,21.7,2022/09/13(17:00)
2022,09,12,134702,91334,61790,29544,47.8,2022/09/12(20:00)
2022,09,11,134702,91779,57250,34529,60.3,2022/09/11(20:00)
2022,09,10,134702,93326,53936,39390,73,2022/09/10(20:00)
2022,09,09,134702,94422,57303,37119,64.8,2022/09/09(20:00)
2022,09,08,134702,95199,67681,27518,40.7,2022/09/08(20:00)
2022,09,07,134702,98348,73807,24541,33.3,2022/09/07(18:00)
2022,09,06,134695,97699,73602,24097,32.7,2022/09/06(18:00)
2022,09,05,134695,97945,79872,18073,22.6,2022/09/05(15:00)
2022,09,04,134695,97062,67901,29161,42.9,2022/09/04(20:00)
2022,09,03,134695,95712,67164,28548,42.5,2022/09/03(20:00)
2022,09,02,134695,99473,77142,22331,28.9,2022/09/02(17:00)
2022,09,01,134695,98608,78089,20519,26.3,2022/09/01(17:00)
2022,08,31,134695,99257,74990,24267,32.4,2022/08/31(11:00)
2022,08,30,134509,99404,77097,22307,28.9,2022/08/30(15:00)
2022,08,29,134509,98962,75328,23634,31.4,2022/08/29(15:00)
2022,08,28,134509,96902,64155,32747,51,2022/08/28(20:00)
2022,08,27,134509,97877,64721,33156,51.2,2022/08/27(20:00)
2022,08,26,134509,102136,77935,24201,31.1,2022/08/26(17:00)
2022,08,25,134509,102008,79448,22560,28.4,2022/08/25(17:00)
2022,08,24,134509,101820,79100,22720,28.7,2022/08/24(11:00)
2022,08,23,134462,101268,86792,14476,16.7,2022/08/23(15:00)
2022,08,22,134462,102558,86842,15716,18.1,2022/08/22(17:00)
2022,08,21,134462,96045,73895,22150,30,2022/08/21(20:00)
2022,08,20,134462,95284,76241,19043,25,2022/08/20(20:00)
2022,08,19,134462,100632,86684,13948,16.1,2022/08/19(17:00)
2022,08,18,134462,101828,83585,18243,21.8,2022/08/18(18:00)
2022,08,17,134446,101195,84518,16677,19.7,2022/08/17(18:00)
2022,08,16,134446,101402,86440,14962,17.3,2022/08/16(17:00)
2022,08,15,134446,99379,80123,19256,24,2022/08/15(20:00)
2022,08,14,134446,95386,74228,21158,28.5,2022/08/14(20:00)
2022,08,13,134446,95281,73971,21310,28.8,2022/08/13(20:00)
2022,08,12,134446,100802,85622,15180,17.7,2022/08/12(18:00)
2022,08,11,134446,100101,85488,14613,17.1,2022/08/11(11:00)
2022,08,10,134446,100922,85666,15256,17.8,2022/08/10(15:00)
2022,08,09,134417,100864,88479,12385,14,2022/08/09(18:00)
2022,08,08,134417,100691,89263,11428,12.8,2022/08/08(17:00)
2022,08,07,134417,100210,78998,21212,26.9,2022/08/07(20:00)
2022,08,06,134417,100321,80391,19930,24.8,2022/08/06(20:00)
2022,08,05,134417,102311,86550,15761,18.2,2022/08/05(18:00)
2022,08,04,134417,101790,85866,15924,18.5,2022/08/04(18:00)
2022,08,03,134417,100831,81174,19657,24.2,2022/08/03(18:00)
2022,08,02,134291,99741,77981,21760,27.9,2022/08/02(20:00)
2022,08,01,134291,99761,80055,19706,24.6,2022/08/01(18:00)
2022,07,31,134291,97211,72224,24987,34.6,2022/07/31(20:00)
2022,07,30,134291,96642,76651,19991,26.1,2022/07/30(20:00)
2022,07,29,134291,101383,87601,13782,15.7,2022/07/29(17:00)
2022,07,28,134291,100467,87405,13062,14.9,2022/07/28(18:00)
2022,07,27,134291,100687,85507,15180,17.8,2022/07/27(18:00)
2022,07,26,134269,100295,87347,12948,14.8,2022/07/26(18:00)
2022,07,25,134269,99610,84338,15272,18.1,2022/07/25(18:00)
2022,07,24,134269,96305,69817,26488,37.9,2022/07/24(20:00)
2022,07,23,134269,96461,70266,26195,37.3,2022/07/23(20:00)
2022,07,22,134269,100057,80509,19548,24.3,2022/07/22(17:00)
2022,07,21,134269,99835,82156,17679,21.5,2022/07/21(15:00)
2022,07,20,134269,99728,85756,13972,16.3,2022/07/20(18:00)
2022,07,19,134266,99472,84631,14841,17.5,2022/07/19(18:00)
2022,07,18,134266,97680,83578,14102,16.9,2022/07/18(15:00)
2022,07,17,134266,96711,70356,26355,37.5,2022/07/17(21:00)
2022,07,16,134266,96946,71327,25619,35.9,2022/07/16(20:00)
2022,07,15,134266,100653,83272,17381,20.9,2022/07/15(17:00)
2022,07,14,134266,100515,85530,14985,17.5,2022/07/14(18:00)
2022,07,13,134266,100299,85034,15265,18,2022/07/13(15:00)
2022,07,12,134239,99071,87250,11821,13.5,2022/07/12(17:00)
2022,07,11,134239,100015,86943,13072,15,2022/07/11(17:00)
2022,07,10,134239,96494,75168,21326,28.4,2022/07/10(20:00)
2022,07,09,134239,96076,75216,20860,27.7,2022/07/09(20:00)
2022,07,08,134239,99997,86475,13522,15.6,2022/07/08(17:00)
2022,07,07,134239,99716,92990,6726,7.2,2022/07/07(17:00)
2022,07,06,134239,99959,91938,8021,8.7,2022/07/06(18:00)
2022,07,05,134237,99463,90855,8608,9.5,2022/07/05(17:00)
2022,07,04,134237,99188,89337,9851,11,2022/07/04(17:00)
2022,07,03,134237,87495,74464,13031,17.5,2022/07/03(20:00)
2022,07,02,134237,88500,74974,13526,18,2022/07/02(20:00)
2022,07,01,134237,93231,83309,9922,11.9,2022/07/01(18:00)
2022,06,30,134237,93599,82731,10868,13.1,2022/06/30(17:00)
2022,06,29,134237,95432,84492,10940,12.9,2022/06/29(17:00)
2022,06,28,134092,93797,84057,9740,11.6,2022/06/28(17:00)
2022,06,27,134092,94364,84739,9625,11.4,2022/06/27(17:00)
2022,06,26,134092,86439,68906,17533,25.4,2022/06/26(21:00)
2022,06,25,134092,84436,69554,14882,21.4,2022/06/25(20:00)
2022,06,24,134092,92119,76118,16001,21,2022/06/24(17:00)
2022,06,23,134092,91404,83449,7955,9.5,2022/06/23(15:00)
2022,06,22,134092,91108,80941,10167,12.6,2022/06/22(17:00)
2022,06,21,134066,91094,81164,9930,12.2,2022/06/21(17:00)
2022,06,20,134066,87774,77816,9958,12.8,2022/06/20(18:00)
2022,06,19,134066,85859,64404,21455,33.3,2022/06/19(21:00)
2022,06,18,134066,85104,64277,20827,32.4,2022/06/18(20:00)
2022,06,17,134066,87896,73461,14435,19.6,2022/06/17(17:00)
2022,06,16,134066,85906,70925,14981,21.1,2022/06/16(19:00)
2022,06,15,134066,85748,69275,16473,23.8,2022/06/15(18:00)
2022,06,14,134060,86350,71477,14873,20.8,2022/06/14(17:00)
2022,06,13,134060,87376,71248,16128,22.6,2022/06/13(18:00)
2022,06,12,134060,82389,61303,21086,34.4,2022/06/12(21:00)
2022,06,11,134060,81919,62034,19885,32.1,2022/06/11(21:00)
2022,06,10,134060,85397,71317,14080,19.7,2022/06/10(17:00)
2022,06,09,134060,86254,69993,16261,23.2,2022/06/09(18:00)
2022,06,08,134060,85703,68480,17223,25.2,2022/06/08(20:00)
2022,06,07,134186,85109,70522,14587,20.7,2022/06/07(17:00)
2022,06,06,134186,83093,61814,21279,34.4,2022/06/06(21:00)
2022,06,05,134186,80301,58600,21701,37,2022/06/05(20:00)
2022,06,04,134186,82590,62408,20182,32.3,2022/06/04(21:00)
2022,06,03,134186,84094,72128,11966,16.6,2022/06/03(17:00)
2022,06,02,134186,83606,71717,11889,16.6,2022/06/02(18:00)
2022,06,01,134186,79189,64790,14399,22.2,2022/06/01(20:00)
2022,05,31,133917,84553,69888,14665,21,2022/05/31(18:00)
2022,05,30,133917,84474,73134,11340,15.5,2022/05/30(17:00)
2022,05,29,133917,79357,60948,18409,30.2,2022/05/29(21:00)
2022,05,28,133917,76955,61733,15222,24.7,2022/05/28(21:00)
2022,05,27,133917,82016,68961,13055,18.9,2022/05/27(19:00)
2022,05,26,133917,82378,69479,12899,18.6,2022/05/26(19:00)
2022,05,25,133917,82910,72539,10371,14.3,2022/05/25(17:00)
2022,05,24,133917,81847,72576,9271,12.8,2022/05/24(18:00)
2022,05,23,133917,81075,72122,8953,12.4,2022/05/23(17:00)
2022,05,22,133917,77792,60230,17562,29.2,2022/05/22(21:00)
2022,05,21,133917,73392,60962,12430,20.4,2022/05/21(21:00)
2022,05,20,133917,78019,68019,10000,14.7,2022/05/20(20:00)
2022,05,19,133917,78739,68981,9758,14.1,2022/05/19(20:00)
2022,05,18,133917,80022,69000,11022,16,2022/05/18(19:00)
2022,05,17,133917,78740,69598,9142,13.1,2022/05/17(20:00)
2022,05,16,133917,81117,68158,12959,19,2022/05/16(20:00)
2022,05,15,133917,80194,58322,21872,37.5,2022/05/15(21:00)
2022,05,14,133917,77018,59523,17495,29.4,2022/05/14(21:00)
2022,05,13,133917,81648,70215,11433,16.3,2022/05/13(15:00)
2022,05,12,133917,78815,69519,9296,13.4,2022/05/12(20:00)
2022,05,11,133917,82127,69284,12843,18.5,2022/05/11(18:00)
2022,05,10,133917,81916,68449,13467,19.7,2022/05/10(20:00)
2022,05,09,133917,82664,68295,14369,21,2022/05/09(20:00)
2022,05,08,133917,78693,57573,21120,36.7,2022/05/08(21:00)
2022,05,07,133917,74588,58240,16348,28.1,2022/05/07(21:00)
2022,05,06,133917,83815,65275,18540,28.4,2022/05/06(20:00)
2022,05,05,133917,82440,62398,20042,32.1,2022/05/05(21:00)
2022,05,04,133917,84671,66896,17775,26.6,2022/05/04(20:00)
2022,05,03,133680,85122,68221,16901,24.8,2022/05/03(20:00)
2022,05,02,133680,84804,67357,17447,25.9,2022/05/02(20:00)
2022,05,01,133680,80599,57624,22975,39.9,2022/05/01(21:00)
2022,04,30,133680,81336,58925,22411,38,2022/04/30(21:00)
2022,04,29,133680,83895,67684,16211,24,2022/04/29(09:00)
2022,04,28,133680,82861,68086,14775,21.7,2022/04/28(20:00)
2022,04,27,133680,83673,67404,16269,24.1,2022/04/27(20:00)
2022,04,26,133680,81625,69997,11628,16.6,2022/04/26(17:00)
2022,04,25,133680,82516,69646,12870,18.5,2022/04/25(17:00)
2022,04,24,133680,77599,58501,19098,32.6,2022/04/24(20:00)
2022,04,23,133680,77509,58909,18600,31.6,2022/04/23(20:00)
2022,04,22,133680,82377,67015,15362,22.9,2022/04/22(20:00)
2022,04,21,133680,82006,68547,13459,19.6,2022/04/21(20:00)
2022,04,20,133680,82087,67702,14385,21.2,2022/04/20(20:00)
2022,04,19,133680,82152,68498,13654,19.9,2022/04/19(20:00)
2022,04,18,133680,80747,67906,12841,18.9,2022/04/18(20:00)
2022,04,17,133680,77578,58749,18829,32,2022/04/17(21:00)
2022,04,16,133680,77102,59944,17158,28.6,2022/04/16(20:00)
2022,04,15,133680,83940,67132,16808,25,2022/04/15(20:00)
2022,04,14,133680,84050,71334,12716,17.8,2022/04/14(10:00)
2022,04,13,133680,84457,71879,12578,17.5,2022/04/13(17:00)
2022,04,12,133680,84159,69958,14201,20.3,2022/04/12(19:00)
2022,04,11,133680,83037,68821,14216,20.7,2022/04/11(20:00)
2022,04,10,133680,79188,58490,20698,35.4,2022/04/10(20:00)
2022,04,09,133680,78558,60137,18421,30.6,2022/04/09(20:00)
2022,04,08,133680,84389,67293,17096,25.4,2022/04/08(20:00)
2022,04,07,133561,84039,69860,14179,20.3,2022/04/07(20:00)
2022,04,06,133561,83820,69222,14598,21.1,2022/04/06(20:00)
2022,04,05,133561,84085,70446,13639,19.4,2022/04/05(20:00)
2022,04,04,133561,84320,69891,14429,20.6,2022/04/04(20:00)
2022,04,03,133561,81121,60331,20790,34.5,2022/04/03(21:00)
2022,04,02,133561,81417,61732,19685,31.9,2022/04/02(20:00)
2022,04,01,133561,86929,68838,18091,26.3,2022/04/01(20:00)
2022,03,31,133561,83397,70618,12779,18.1,2022/03/31(20:00)
2022,03,30,133561,83144,71112,12032,16.9,2022/03/30(17:00)
2022,03,29,133561,83223,70311,12912,18.4,2022/03/29(20:00)
2022,03,28,133561,83826,70765,13061,18.5,2022/03/28(20:00)
2022,03,27,133561,81196,60623,20573,33.9,2022/03/27(20:00)
2022,03,26,133561,78264,62291,15973,25.6,2022/03/26(10:00)
2022,03,25,133561,84019,71135,12884,18.1,2022/03/25(09:00)
2022,03,24,133561,83716,73156,10560,14.4,2022/03/24(09:00)
2022,03,23,133561,89033,78233,10800,13.8,2022/03/23(10:00)
2022,03,22,133561,86161,73197,12964,17.7,2022/03/22(20:00)
2022,03,21,133561,86078,74381,11697,15.7,2022/03/21(17:00)
2022,03,20,133561,83653,62882,20771,33,2022/03/20(20:00)
2022,03,19,133561,84686,66838,17848,26.7,2022/03/19(11:00)
2022,03,18,133561,89903,76980,12923,16.8,2022/03/18(10:00)
2022,03,17,133561,87346,75585,11761,15.6,2022/03/17(10:00)
2022,03,16,133561,87501,70966,16535,23.3,2022/03/16(09:00)
2022,03,15,133561,92568,71988,20580,28.6,2022/03/15(19:00)
2022,03,14,133561,91813,76789,15024,19.6,2022/03/14(15:00)
2022,03,13,133561,83055,61436,21619,35.2,2022/03/13(20:00)
2022,03,12,133561,83382,62114,21268,34.2,2022/03/12(20:00)
2022,03,11,133561,91552,74509,17043,22.9,2022/03/11(10:00)
2022,03,10,133561,93595,73841,19754,26.8,2022/03/10(09:00)
2022,03,09,133561,92928,67781,25147,37.1,2022/03/09(20:00)
2022,03,08,133561,90369,76762,13607,17.7,2022/03/08(09:00)
2022,03,07,133069,88990,77345,11645,15.1,2022/03/07(10:00)
2022,03,06,133069,81233,64675,16558,25.6,2022/03/06(20:00)
2022,03,05,133069,82102,66375,15727,23.7,2022/03/05(20:00)
2022,03,04,133069,89526,78189,11337,14.5,2022/03/04(09:00)
2022,03,03,133069,91888,77182,14706,19.1,2022/03/03(09:00)
2022,03,02,133069,93798,77502,16296,21,2022/03/02(09:00)
2022,03,01,133069,92392,69920,22472,32.1,2022/03/01(20:00)
2022,02,28,133069,91911,73959,17952,24.3,2022/02/28(09:00)
2022,02,27,133069,95229,64965,30264,46.6,2022/02/27(20:00)
2022,02,26,133069,97176,67374,29802,44.2,2022/02/26(01:00)
2022,02,25,133069,98432,80824,17608,21.8,2022/02/25(09:00)
2022,02,24,133069,97557,83453,14104,16.9,2022/02/24(09:00)
2022,02,23,133069,98038,85489,12549,14.7,2022/02/23(10:00)
2022,02,22,133069,96702,83248,13454,16.2,2022/02/22(19:00)
2022,02,21,133069,97347,82900,14447,17.4,2022/02/21(17:00)
2022,02,20,133069,96907,69627,27280,39.2,2022/02/20(20:00)
2022,02,19,133069,98848,70632,28216,39.9,2022/02/19(11:00)
2022,02,18,133069,100716,84164,16552,19.7,2022/02/18(09:00)
2022,02,17,133069,103184,86434,16750,19.4,2022/02/17(10:00)
2022,02,16,133069,103942,86687,17255,19.9,2022/02/16(10:00)
2022,02,15,133069,104682,83893,20789,24.8,2022/02/15(10:00)
2022,02,14,133069,103073,79225,23848,30.1,2022/02/14(10:00)
2022,02,13,133069,100238,65396,34842,53.3,2022/02/13(20:00)
2022,02,12,133069,100573,67542,33031,48.9,2022/02/12(09:00)
2022,02,11,133069,102618,81928,20690,25.3,2022/02/11(09:00)
2022,02,10,133069,103674,81626,22048,27,2022/02/10(09:00)
2022,02,09,133069,101527,83819,17708,21.1,2022/02/09(09:00)
2022,02,08,133069,102163,85352,16811,19.7,2022/02/08(10:00)
2022,02,07,133069,100103,87351,12752,14.6,2022/02/07(17:00)
2022,02,06,133069,100922,69718,31204,44.8,2022/02/06(19:00)
2022,02,05,133069,100908,73089,27819,38.1,2022/02/05(19:00)
2022,02,04,133069,102340,82614,19726,23.9,2022/02/04(17:00)
2022,02,03,133069,102205,78841,23364,29.6,2022/02/03(18:00)
2022,02,02,133069,99458,63795,35663,55.9,2022/02/02(19:00)
2022,02,01,133069,97064,59840,37224,62.2,2022/02/01(23:00)
2022,01,31,134123,95850,61339,34511,56.3,2022/01/31(01:00)
2022,01,30,134123,95905,65026,30879,47.5,2022/01/30(19:00)
2022,01,29,134123,98753,68009,30744,45.2,2022/01/29(19:00)
2022,01,28,134123,104633,82283,22350,27.2,2022/01/28(09:00)
2022,01,27,134123,103391,82938,20453,24.7,2022/01/27(09:00)
2022,01,26,134123,103430,82984,20446,24.6,2022/01/26(10:00)
2022,01,25,134123,102737,86241,16496,19.1,2022/01/25(11:00)
2022,01,24,134020,103205,83085,20120,24.2,2022/01/24(10:00)
2022,01,23,134020,100014,67726,32288,47.7,2022/01/23(19:00)
2022,01,22,134020,99165,72105,27060,37.5,2022/01/22(09:00)
2022,01,21,134020,104526,86522,18004,20.8,2022/01/21(09:00)
2022,01,20,134020,105164,87884,17280,19.7,2022/01/20(10:00)
2022,01,19,134020,104860,88076,16784,19.1,2022/01/19(17:00)
2022,01,18,134020,104684,87579,17105,19.5,2022/01/18(09:00)
2022,01,17,134020,104610,87967,16643,18.9,2022/01/17(17:00)
2022,01,16,134020,99043,70090,28953,41.3,2022/01/16(19:00)
2022,01,15,134020,99046,71585,27461,38.4,2022/01/15(09:00)
2022,01,14,134020,106463,87278,19185,22,2022/01/14(09:00)
2022,01,13,134020,107327,89115,18212,20.4,2022/01/13(17:00)
2022,01,12,134020,107063,88305,18758,21.2,2022/01/12(10:00)
2022,01,11,134020,107504,88103,19401,22,2022/01/11(17:00)
2022,01,10,134020,104076,85301,18775,22,2022/01/10(10:00)
2022,01,09,134020,101437,67889,33548,49.4,2022/01/09(19:00)
2022,01,08,134020,102853,70793,32060,45.3,2022/01/08(09:00)
2022,01,07,134020,107169,85425,21744,25.5,2022/01/07(09:00)
2022,01,06,134020,107486,84761,22725,26.8,2022/01/06(09:00)
2022,01,05,134020,107631,89397,18234,20.4,2022/01/05(10:00)
2022,01,04,134020,106705,85161,21544,25.3,2022/01/04(09:00)
2022,01,03,134020,107391,85196,22195,26.1,2022/01/03(17:00)
2022,01,02,134020,103896,68173,35723,52.4,2022/01/02(19:00)
2022,01,01,134020,101222,67369,33853,50.3,2022/01/01(01:00)
2021,12,31,134158,105752,81748,24004,29.4,2021/12/31(09:00)
2021,12,30,134158,105343,84564,20779,24.6,2021/12/30(17:00)
2021,12,29,134158,103867,85966,17901,20.8,2021/12/29(10:00)
2021,12,28,134158,101789,88717,13072,14.7,2021/12/28(10:00)
2021,12,27,134158,103554,90708,12846,14.2,2021/12/27(17:00)
2021,12,26,134158,101244,71719,29525,41.2,2021/12/26(19:00)
2021,12,25,134158,101662,72815,28847,39.6,2021/12/25(19:00)
2021,12,24,134012,101856,81185,20671,25.5,2021/12/24(10:00)
2021,12,23,134012,102837,81874,20963,25.6,2021/12/23(09:00)
2021,12,22,134012,101750,81451,20299,24.9,2021/12/22(09:00)
2021,12,21,134012,101328,80294,21034,26.2,2021/12/21(09:00)
2021,12,20,133896,102725,81750,20971,25.7,2021/12/20(10:00)
2021,12,19,133896,99975,67544,32431,48,2021/12/19(19:00)
2021,12,18,133896,98106,70883,27223,38.4,2021/12/18(09:00)
2021,12,17,133896,104301,85699,18602,21.7,2021/12/17(17:00)
2021,12,16,133896,99929,81399,18530,22.8,2021/12/16(10:00)
2021,12,15,133896,100450,79839,20611,25.8,2021/12/15(10:00)
2021,12,14,133896,101254,82571,18683,22.6,2021/12/14(10:00)
2021,12,13,133896,102797,82173,20624,25.1,2021/12/13(17:00)
2021,12,12,133896,98173,65441,32732,50,2021/12/12(19:00)
2021,12,11,133896,94870,64834,30036,46.3,2021/12/11(19:00)
2021,12,10,133896,100525,77936,22589,29,2021/12/10(10:00)
2021,12,09,133896,100769,78182,22587,28.9,2021/12/09(17:00)
2021,12,08,133896,100449,78310,22139,28.3,2021/12/08(09:00)
2021,12,07,133896,100638,78079,22559,28.9,2021/12/07(09:00)
2021,12,06,133896,100061,78083,21978,28.1,2021/12/06(17:00)
2021,12,05,133896,93599,64032,29567,46.2,2021/12/05(19:00)
2021,12,04,133896,94435,65770,28665,43.6,2021/12/04(19:00)
2021,12,03,133896,96839,78696,18143,23.1,2021/12/03(17:00)
2021,12,02,133896,95116,80145,14971,18.7,2021/12/02(17:00)
2021,12,01,133564,96460,81177,15283,18.8,2021/12/01(17:00)
2021,11,30,133564,95394,80362,15032,18.7,2021/11/30(11:00)
2021,11,29,133564,94302,75340,18962,25.2,2021/11/29(17:00)
2021,11,28,133564,91146,62027,29119,46.9,2021/11/28(19:00)
2021,11,27,133564,92026,63937,28089,43.9,2021/11/27(19:00)
2021,11,26,133564,96502,75223,21279,28.3,2021/11/26(17:00)
2021,11,25,133564,95904,74510,21394,28.7,2021/11/25(18:00)
2021,11,24,133564,93131,76210,16921,22.2,2021/11/24(10:00)
2021,11,23,133564,91056,79838,11218,14.1,2021/11/23(17:00)
2021,11,22,133564,88726,76847,11879,15.5,2021/11/22(17:00)
2021,11,21,133564,80551,60516,20035,33.1,2021/11/21(19:00)
2021,11,20,133564,82811,61390,21421,34.9,2021/11/20(19:00)
2021,11,19,133564,85565,70926,14639,20.6,2021/11/19(09:00)
2021,11,18,133564,84890,72485,12405,17.1,2021/11/18(17:00)
2021,11,17,133564,85564,73028,12536,17.2,2021/11/17(17:00)
2021,11,16,133564,84252,72310,11942,16.5,2021/11/16(18:00)
2021,11,15,133564,84114,71603,12511,17.5,2021/11/15(17:00)
2021,11,14,133564,80771,59863,20908,34.9,2021/11/14(19:00)
2021,11,13,133564,82198,61840,20358,32.9,2021/11/13(01:00)
2021,11,12,133564,85381,73855,11526,15.6,2021/11/12(17:00)
2021,11,11,133564,85839,74708,11131,14.9,2021/11/11(17:00)
2021,11,10,133455,84601,73477,11124,15.1,2021/11/10(17:00)
2021,11,09,133455,84443,72800,11643,16,2021/11/09(17:00)
2021,11,08,133455,86547,72602,13945,19.2,2021/11/08(11:00)
2021,11,07,133455,80184,58370,21814,37.4,2021/11/07(19:00)
2021,11,06,133455,78785,59456,19329,32.5,2021/11/06(19:00)
2021,11,05,133455,84602,68742,15860,23.1,2021/11/05(17:00)
2021,11,04,133455,84334,70149,14185,20.2,2021/11/04(17:00)
2021,11,03,133455,83854,69599,14255,20.5,2021/11/03(17:00)
2021,11,02,133455,85478,69554,15924,22.9,2021/11/02(19:00)
2021,11,01,133455,85827,69259,16568,23.9,2021/11/01(17:00)
2021,10,31,133455,83019,58161,24858,42.7,2021/10/31(19:00)
2021,10,30,133455,82627,59770,22857,38.2,2021/10/30(19:00)
2021,10,29,132113,84869,67683,17186,25.4,2021/10/29(18:00)
2021,10,28,132113,82479,69488,12991,18.7,2021/10/28(19:00)
2021,10,27,132113,83310,68937,14373,20.8,2021/10/27(18:00)
2021,10,26,132113,83798,69601,14197,20.4,2021/10/26(19:00)
2021,10,25,132113,83115,69114,14001,20.3,2021/10/25(19:00)
2021,10,24,132113,80298,57699,22599,39.2,2021/10/24(19:00)
2021,10,23,132113,81426,59042,22384,37.9,2021/10/23(19:00)
2021,10,22,132113,85343,67900,17443,25.7,2021/10/22(19:00)
2021,10,21,132113,81902,70203,11699,16.7,2021/10/21(19:00)
2021,10,20,132113,80245,69414,10831,15.6,2021/10/20(19:00)
2021,10,19,132113,81211,69823,11388,16.3,2021/10/19(19:00)
2021,10,18,132113,81221,69348,11873,17.1,2021/10/18(19:00)
2021,10,17,132113,79452,58640,20812,35.5,2021/10/17(20:00)
2021,10,16,132113,79999,60050,19949,33.2,2021/10/16(19:00)
2021,10,15,132113,78551,70778,7773,11,2021/10/15(17:00)
2021,10,14,132113,80638,71458,9180,12.8,2021/10/14(19:00)
2021,10,13,132113,81390,70657,10733,15.2,2021/10/13(19:00)
2021,10,12,132113,83052,70121,12931,18.4,2021/10/12(17:00)
2021,10,11,132113,81058,64647,16411,25.4,2021/10/11(19:00)
2021,10,10,132113,80249,61162,19087,31.2,2021/10/10(19:00)
2021,10,09,132113,79238,63659,15579,24.5,2021/10/09(19:00)
2021,10,08,132113,83473,72717,10756,14.8,2021/10/08(17:00)
2021,10,07,132113,82862,73754,9108,12.3,2021/10/07(17:00)
2021,10,06,132113,83917,73845,10072,13.6,2021/10/06(17:00)
2021,10,05,131895,82449,75698,6751,8.9,2021/10/05(18:00)
2021,10,04,131895,78098,69932,8166,11.7,2021/10/04(19:00)
2021,10,03,131895,74037,60876,13161,21.6,2021/10/03(19:00)
2021,10,02,131895,74989,62298,12691,20.4,2021/10/02(19:00)
2021,10,01,131895,83684,72146,11538,16,2021/10/01(17:00)
2021,09,30,131895,83670,73226,10444,14.3,2021/09/30(18:00)
2021,09,29,131895,84542,75683,8859,11.7,2021/09/29(16:00)
2021,09,28,131895,82881,74094,8787,11.9,2021/09/28(17:00)
2021,09,27,131895,82653,72396,10257,14.2,2021/09/27(17:00)
2021,09,26,131895,81338,60737,20601,33.9,2021/09/26(20:00)
2021,09,25,131895,80070,61851,18219,29.5,2021/09/25(20:00)
2021,09,24,131895,81455,68879,12576,18.3,2021/09/24(17:00)
2021,09,23,131895,82499,67149,15350,22.9,2021/09/23(19:00)
2021,09,22,131895,85961,57177,28784,50.3,2021/09/22(20:00)
2021,09,21,131895,85539,53652,31887,59.4,2021/09/21(20:00)
2021,09,20,131895,84913,55779,29134,52.2,2021/09/20(20:00)
2021,09,19,131895,84130,58954,25176,42.7,2021/09/19(20:00)
2021,09,18,131895,84328,62245,22083,35.5,2021/09/18(20:00)
2021,09,17,131895,88469,71837,16632,23.2,2021/09/17(11:00)
2021,09,16,131895,88754,75436,13318,17.7,2021/09/16(17:00)
2021,09,15,131895,90836,74944,15892,21.2,2021/09/15(17:00)
2021,09,14,131895,90371,76081,14290,18.8,2021/09/14(18:00)
2021,09,13,131895,90532,77820,12712,16.3,2021/09/13(17:00)
2021,09,12,131895,90272,64512,25760,39.9,2021/09/12(20:00)
2021,09,11,131895,88890,65783,23107,35.1,2021/09/11(20:00)
2021,09,10,131895,94120,75304,18816,25,2021/09/10(17:00)
2021,09,09,131895,95161,76594,18567,24.2,2021/09/09(17:00)
2021,09,08,131650,95992,74423,21569,29,2021/09/08(17:00)
2021,09,07,131650,93587,76075,17512,23,2021/09/07(17:00)
2021,09,06,131650,95624,75426,20198,26.8,2021/09/06(17:00)
2021,09,05,131650,91917,62545,29372,47,2021/09/05(20:00)
2021,09,04,131650,92603,63885,28718,45,2021/09/04(20:00)
2021,09,03,131650,99017,74073,24944,33.7,2021/09/03(17:00)
2021,09,02,131650,98606,76036,22570,29.7,2021/09/02(17:00)
2021,09,01,131650,98658,77228,21430,27.7,2021/09/01(17:00)
2021,08,31,131650,100757,77665,23092,29.7,2021/08/31(17:00)
2021,08,30,131650,99798,78996,20802,26.3,2021/08/30(17:00)
2021,08,29,131650,95099,65588,29511,45,2021/08/29(20:00)
2021,08,28,131650,94472,66357,28115,42.4,2021/08/28(20:00)
2021,08,27,131650,99432,78339,21093,26.9,2021/08/27(15:00)
2021,08,26,131650,99284,81471,17813,21.9,2021/08/26(17:00)
